lon,lat,presence,date
-7.361573605198672,43.65330418782581,FALSE,2021-07-15
-7.348050298983034,43.67391661953963,FALSE,2022-11-03
-8.128927270346159,43.64897508761138,FALSE,2019-08-28
-8.109499214767556,43.64728993404369,FALSE,2020-04-16
-7.830287375427228,43.642892354178365,FALSE,2014-11-30
-7.628516423115347,43.6406854830827,FALSE,2024-02-24
-7.6196273080490595,43.64643555539689,FALSE,2021-06-10
-7.34677975166128,43.649608786789884,FALSE,2020-08-12
-5.875727458925472,43.62503607144245,FALSE,2024-06-28
-5.867156740738353,43.63684262556888,FALSE,2023-05-29
-5.829280548808288,43.63243617575154,FALSE,2018-09-10
-5.818934571477525,43.62727234503501,FALSE,2018-07-03
-5.79376494396888,43.64250786825575,FALSE,2015-10-12
-8.181083855451645,43.610084741071155,FALSE,2015-12-26
-8.125868458502831,43.60452587899248,FALSE,2022-09-09
-8.104283981091928,43.60650492786348,FALSE,2020-07-04
-7.971911686741374,43.609577455711964,FALSE,2019-07-01
-7.828420405601818,43.609703775344634,FALSE,2023-04-17
-7.821865706650564,43.606592716709244,FALSE,2018-04-16
-7.63764459647259,43.61027283484072,FALSE,2020-09-13
-7.60559802911139,43.61573592755816,FALSE,2022-06-20
-7.597137625497561,43.62367589678889,FALSE,2020-06-29
-7.347982721383902,43.611407665219865,FALSE,2017-11-17
-7.321825917285108,43.601000848962094,FALSE,2015-07-14
-5.940707851868619,43.61010241987711,FALSE,2024-05-15
-5.910241586780281,43.61946237264241,FALSE,2019-01-11
-5.878283890626374,43.616811464986085,FALSE,2020-10-04
-5.851632710159052,43.618442524740544,FALSE,2019-01-30
-5.845798863806189,43.6157074320957,FALSE,2019-06-16
-5.805039199916563,43.624974850505254,FALSE,2015-10-31
-5.778570004268364,43.612675994660734,FALSE,2016-07-03
-5.775894951163183,43.61379619051228,FALSE,2019-10-23
-5.791059435956733,43.614915693358675,FALSE,2017-08-29
-8.19442657626816,43.59034519592643,FALSE,2017-05-24
-8.153119142227812,43.596677955921706,FALSE,2025-03-07
-8.050066012360752,43.583112691826756,FALSE,2021-08-21
-7.29092902748311,43.5770670518025,FALSE,2025-05-07
-7.252827675377666,43.58668013768322,FALSE,2025-06-27
-6.249208902083915,43.581472711430735,FALSE,2023-01-25
-6.028818191437274,43.59378662224423,FALSE,2020-06-12
-6.003238561551463,43.58217268213894,FALSE,2024-01-04
-5.951236893158739,43.58689785328242,FALSE,2019-10-08
-5.93652207615915,43.59444196178349,FALSE,2018-12-03
-5.905659886903994,43.576384125476324,FALSE,2015-03-17
-5.861283184043744,43.57526936862458,FALSE,2024-04-24
-5.784949482446787,43.58319383587823,FALSE,2023-01-13
-5.761562452478995,43.58132117375466,FALSE,2019-11-11
-5.772557043856613,43.59532367270028,FALSE,2021-11-15
-5.755825199839764,43.598245825946485,FALSE,2019-04-21
-5.736706509509372,43.589538948473034,FALSE,2021-05-02
-8.26037821499509,43.56159322901165,FALSE,2020-06-17
-8.23657498404269,43.57099929960348,FALSE,2025-12-16
-8.200118260824915,43.56157854640123,FALSE,2025-01-02
-8.182740050316557,43.55812175894581,FALSE,2023-08-20
-8.160079268000526,43.56759678942959,FALSE,2023-04-14
-8.092859717538463,43.5600864701879,FALSE,2018-08-19
-8.0603052974791,43.557192661672374,FALSE,2018-08-09
-8.003525656894283,43.55443879514799,FALSE,2022-10-15
-7.975247226096396,43.5530289054685,FALSE,2015-12-31
-7.964545398229075,43.559981371432464,FALSE,2014-08-18
-7.888025499944317,43.56147792656595,FALSE,2014-10-17
-7.8518349552417535,43.55027252092299,FALSE,2014-07-01
-7.634953421142957,43.55229646314149,FALSE,2023-03-22
-7.434659921502185,43.55208097344794,FALSE,2024-02-23
-7.424423580323016,43.558553894153725,FALSE,2015-10-12
-7.391951121640654,43.5514760551408,FALSE,2017-11-02
-7.3747184081988655,43.567284720066716,FALSE,2024-04-06
-7.33284769927098,43.5719576205143,FALSE,2014-08-15
-7.3111481071567495,43.57409672789604,FALSE,2015-01-22
-7.290757028018895,43.56669531492218,FALSE,2015-12-10
-7.268703829699918,43.562542678736015,FALSE,2024-09-09
-7.255191882622314,43.55289314348723,FALSE,2022-09-17
-7.245746700363716,43.55759759519939,FALSE,2026-02-05
-7.203674009206356,43.55638483908315,FALSE,2015-02-21
-7.181880288127924,43.571105380708566,FALSE,2022-09-09
-7.166753465903839,43.550827024546095,FALSE,2017-09-13
-7.149679086694423,43.563458390718935,FALSE,2016-09-13
-7.115530126756407,43.57356269563391,FALSE,2023-10-27
-7.016463002613038,43.56246641963396,FALSE,2023-07-11
-6.9776041818547325,43.56032043127616,FALSE,2025-05-03
-6.952022830403598,43.5599985188516,FALSE,2020-07-19
-6.900165876742286,43.56431587358346,FALSE,2021-06-12
-6.8917598829419395,43.553636633768996,FALSE,2018-03-23
-6.852166035512633,43.57051060102337,FALSE,2020-01-24
-6.849583258783209,43.55325822594876,FALSE,2021-12-07
-6.814621417158103,43.571763982921205,FALSE,2020-04-27
-6.711503663196372,43.55288218368963,FALSE,2015-12-04
-6.644706976055991,43.57077316589911,FALSE,2024-12-22
-6.610416291970773,43.571572727187025,FALSE,2014-09-22
-6.486635683891179,43.572577778754386,FALSE,2016-12-07
-6.451595813294476,43.573485667322636,FALSE,2023-02-25
-6.326912907200715,43.554423451206226,FALSE,2023-02-26
-6.318752341360215,43.57368595477397,FALSE,2020-02-11
-6.2907639475219765,43.574445182410486,FALSE,2022-12-04
-6.255835646353595,43.554116657384824,FALSE,2016-06-28
-6.233048003551263,43.55376015954971,FALSE,2017-06-20
-6.218265829972177,43.551357985435196,FALSE,2019-02-27
-6.180273697154311,43.56582426622613,FALSE,2015-01-08
-6.157355304961782,43.560721788065095,FALSE,2021-01-27
-6.1364801455291484,43.56703330615742,FALSE,2019-12-26
-6.124729358901642,43.56722447141282,FALSE,2020-02-16
-6.0807424141682125,43.57280128489413,FALSE,2019-12-30
-6.06105624922676,43.56213046673183,FALSE,2020-03-15
-6.069450126098894,43.561740306064486,FALSE,2025-01-20
-6.047228495236013,43.550035588383956,FALSE,2017-11-11
-6.0221972354033095,43.55547792422752,FALSE,2026-01-14
-5.978924077095083,43.57281403536498,FALSE,2023-04-01
-5.9832911333843954,43.55396713473666,FALSE,2023-07-23
-5.972546840668913,43.550017371781344,FALSE,2024-09-15
-5.973976825889874,43.57102554061738,FALSE,2018-12-29
-5.953231398873391,43.56083239137302,FALSE,2017-07-14
-5.93945681362233,43.55662038543929,FALSE,2018-02-26
-5.944653250932767,43.56157473926991,FALSE,2026-03-19
-5.946613950639355,43.560766889400234,FALSE,2018-06-25
-5.900672748935148,43.558870899518666,FALSE,2017-08-08
-5.9085596638880915,43.55684164772847,FALSE,2016-05-11
-5.913226929948187,43.55319445302992,FALSE,2024-06-18
-5.885200804306801,43.5505883952375,FALSE,2019-05-01
-5.864183940497908,43.565997249095354,FALSE,2023-10-15
-5.837426736030029,43.57034111973011,FALSE,2015-11-30
-5.8419995918702075,43.57158861807342,FALSE,2022-04-20
-5.814444697241626,43.574258813064695,FALSE,2022-08-30
-5.8012835268212575,43.566140712809386,FALSE,2018-09-09
-5.757741405050986,43.5577033944112,FALSE,2017-06-29
-5.740058079835462,43.56896215839008,FALSE,2018-09-25
-5.723796533255359,43.56005027528316,FALSE,2026-01-01
-5.7207079047382905,43.57148486339217,FALSE,2024-03-03
-5.683952920425613,43.56675203602989,FALSE,2026-07-05
-8.293033296662626,43.525361101131175,FALSE,2020-08-30
-8.256902319950296,43.53648676137049,FALSE,2022-08-23
-8.24502673789125,43.53356155536605,FALSE,2019-06-08
-8.20284420365907,43.54390426895302,FALSE,2020-08-16
-8.189645534033723,43.54475597701045,FALSE,2016-01-31
-8.160233908561503,43.531245161135544,FALSE,2024-06-13
-8.133828752173681,43.53942912996197,FALSE,2022-11-23
-8.124385128799878,43.528844821087496,FALSE,2019-12-02
-8.09086656582634,43.531450557811866,FALSE,2025-02-10
-8.074216868597256,43.549569360542876,FALSE,2019-01-08
-7.975930939071975,43.53531315606809,FALSE,2023-12-22
-7.950924028877949,43.53051768904842,FALSE,2019-05-08
-7.928768598904297,43.535413971172126,FALSE,2018-01-17
-7.40471783702506,43.548575271097135,FALSE,2024-06-24
-7.327020577233697,43.52510759554334,FALSE,2018-08-11
-7.315604402387363,43.53713692988635,FALSE,2024-01-24
-7.238478296928345,43.54593469616606,FALSE,2024-11-03
-7.209665675997305,43.54523729110564,FALSE,2024-11-22
-7.196305088940306,43.54484112607887,FALSE,2019-12-25
-7.1692969857773194,43.540957137063316,FALSE,2024-01-25
-7.140184262723763,43.53599772085303,FALSE,2016-03-27
-7.1191895833640455,43.54659363960086,FALSE,2017-07-03
-7.0966664461277675,43.53150588549665,FALSE,2016-03-20
-7.069597257798938,43.549378718749765,FALSE,2019-11-21
-7.040939956390384,43.53231885479921,FALSE,2017-07-25
-7.040758740316456,43.52639937903929,FALSE,2025-03-23
-7.010830458494632,43.539432558600936,FALSE,2020-03-23
-6.99071489190422,43.54294025717854,FALSE,2016-09-06
-6.965933169778192,43.54315923510753,FALSE,2024-10-16
-6.929515512973986,43.53294354015212,FALSE,2016-04-08
-6.924678391663413,43.54600207357139,FALSE,2022-05-16
-6.84403552780373,43.54260679174189,FALSE,2016-06-04
-6.764859608694773,43.534318165740366,FALSE,2019-03-01
-6.726942389234715,43.5269406231377,FALSE,2014-08-02
-6.720831401708807,43.53043935593754,FALSE,2018-05-30
-6.703679904490438,43.52800983052213,FALSE,2019-06-30
-6.678410539427931,43.52534883534727,FALSE,2014-06-24
-6.655820811620611,43.53584241393186,FALSE,2015-09-21
-6.6243984196015475,43.54758056394491,FALSE,2023-02-14
-6.577240081130769,43.54097639748918,FALSE,2016-02-25
-6.5743361963766125,43.544346343308405,FALSE,2023-04-20
-6.530474484516483,43.528542746675576,FALSE,2026-01-27
-6.536134887282371,43.531637523122015,FALSE,2015-11-07
-6.505433373210957,43.52824592483865,FALSE,2024-12-18
-6.4948126009688405,43.539948929159706,FALSE,2025-12-22
-6.4540143381368,43.53425674509414,FALSE,2024-01-09
-6.449272900716454,43.53601311596594,FALSE,2024-09-27
-6.377755735281423,43.525957970468006,FALSE,2022-07-22
-6.371066003395866,43.526854454382836,FALSE,2025-11-28
-6.337520138539227,43.546133140419236,FALSE,2024-08-05
-6.314605436323343,43.533718014135104,FALSE,2015-09-12
-6.236051286728154,43.5483135241267,FALSE,2017-01-22
-6.131687572141652,43.52715520409326,FALSE,2017-02-26
-6.103707058879785,43.53363078347257,FALSE,2015-06-04
-6.0890539769205905,43.5296668520778,FALSE,2015-02-15
-6.050342524778812,43.53499138895839,FALSE,2021-03-27
-6.026580811238764,43.54537591013396,FALSE,2021-06-07
-5.9806353917138795,43.53062764527378,FALSE,2017-05-19
-5.968531420811081,43.530537411910394,FALSE,2017-10-01
-5.949944231126316,43.54535622737975,FALSE,2019-05-14
-5.932741943966864,43.53346911291084,FALSE,2024-05-06
-5.9370859977929085,43.53657205310713,FALSE,2015-01-14
-5.912540129821181,43.539036566027406,FALSE,2024-08-10
-5.912246816753815,43.53385727052718,FALSE,2022-10-25
-5.909141858708151,43.532113749995496,FALSE,2015-06-23
-5.876132940845937,43.538020773636234,FALSE,2018-04-26
-5.8933479365133294,43.52696445659553,FALSE,2019-07-14
-5.8904204935927025,43.53233858793771,FALSE,2021-01-05
-5.8627160125567395,43.53479847397489,FALSE,2021-08-16
-5.836401430885022,43.5370277830623,FALSE,2021-04-28
-5.806842294549427,43.526126403253926,FALSE,2019-04-14
-5.795115202153399,43.530098346873,FALSE,2023-10-25
-5.726408922338757,43.53898862644601,FALSE,2016-09-01
-5.740355306907457,43.52548827587295,FALSE,2017-07-01
-5.710329394921272,43.52750995342299,FALSE,2020-04-09
-5.720325596698068,43.547757085828906,FALSE,2015-05-10
-5.7136604486150455,43.53920377268007,FALSE,2021-12-15
-5.676624776844799,43.54891124782728,FALSE,2020-03-16
-5.68426898083869,43.530146032971125,FALSE,2025-06-13
-5.679304805261545,43.533757126995766,FALSE,2020-08-19
-5.663066822933935,43.54475941059326,FALSE,2023-02-03
-5.656924550859846,43.52855941862792,FALSE,2018-01-27
-5.672677458033173,43.5430750984992,FALSE,2019-04-25
-5.647631302436594,43.54680243660856,FALSE,2024-10-28
-5.63716038275792,43.52556119417531,FALSE,2023-03-27
-5.648984134795228,43.53185529703035,FALSE,2020-02-22
-5.610778648717303,43.54110445357418,FALSE,2017-07-13
-5.606505734815193,43.52937468920136,FALSE,2022-04-10
-5.602725768897314,43.531696197208966,FALSE,2017-03-15
-5.586627746265252,43.53622670314848,FALSE,2017-05-31
-5.5654471642162315,43.52525216200338,FALSE,2024-04-10
-5.534108474818714,43.526611604022726,FALSE,2023-11-10
-5.493998722212436,43.526186373373285,FALSE,2015-03-23
-5.451516313602172,43.529496867965825,FALSE,2022-11-29
-5.47176420287006,43.5382383375867,FALSE,2019-06-30
-5.441191652757787,43.538303813689446,FALSE,2022-05-15
-5.423124609910763,43.537218086713615,FALSE,2017-08-09
-5.3965497031842125,43.525297730388466,FALSE,2018-03-16
-5.398426735500967,43.53735315451615,FALSE,2019-11-16
-5.357441023254549,43.54282766518593,FALSE,2024-07-29
-5.342880997510929,43.52784274262696,FALSE,2026-01-19
-5.3051564504277495,43.54599438745041,FALSE,2017-06-22
-8.275346641799166,43.51383021876792,FALSE,2023-03-25
-8.25578222929254,43.50482098927754,FALSE,2017-11-15
-8.227253559601737,43.503107350873556,FALSE,2015-05-08
-8.229428555066335,43.51910173330697,FALSE,2019-11-17
-8.221359219075113,43.514433645214716,FALSE,2022-03-03
-8.202856307235143,43.51683609697588,FALSE,2022-06-18
-8.22181579575503,43.52466268337596,FALSE,2026-05-30
-8.199898566782885,43.504310169647,FALSE,2016-03-02
-8.176579062936645,43.51277986436045,FALSE,2016-07-18
-8.151206639095278,43.509078249806485,FALSE,2018-06-22
-8.106650907297215,43.517249552399,FALSE,2015-04-02
-8.089625522663319,43.50858236457984,FALSE,2022-07-05
-8.06223923281413,43.50564448302984,FALSE,2025-08-08
-7.993318568076704,43.50946907887624,FALSE,2024-02-13
-7.963105924364923,43.508612675032886,FALSE,2014-10-23
-7.445885501352198,43.51929667827921,FALSE,2017-05-15
-7.358642784575707,43.50217756834241,FALSE,2024-03-13
-7.347978404074616,43.51392201115683,FALSE,2018-10-11
-7.32417933318094,43.51061166598486,FALSE,2023-11-23
-7.243418858901039,43.51726455514841,FALSE,2023-11-14
-7.211492272934743,43.517761050971835,FALSE,2014-12-29
-7.193328415367177,43.523174062513654,FALSE,2026-04-18
-7.169437345992789,43.51748865446549,FALSE,2026-01-21
-7.135967795663101,43.50551403209221,FALSE,2016-11-03
-7.078294205626873,43.511715301312016,FALSE,2014-10-14
-7.051781524212791,43.51733308043151,FALSE,2019-06-15
-7.047106429987375,43.511522548576615,FALSE,2022-05-09
-6.969593031889596,43.515949238912455,FALSE,2021-10-06
-6.9345370140613145,43.50912115012717,FALSE,2026-01-20
-6.922609318571792,43.50155233889246,FALSE,2017-08-05
-6.732079395908149,43.51063233658389,FALSE,2026-04-05
-6.70239594405782,43.50615423074966,FALSE,2026-04-12
-6.64473448792453,43.517010372932866,FALSE,2014-09-23
-6.613075033837987,43.524572545501265,FALSE,2016-06-15
-6.593236851149677,43.51538388678916,FALSE,2020-07-04
-6.563717143316229,43.5172433753631,FALSE,2018-06-20
-6.4464765750761535,43.512691791468065,FALSE,2020-09-17
-6.419772807910172,43.52463302230432,FALSE,2021-09-20
-6.318938657284162,43.51903606726331,FALSE,2024-03-25
-6.277457465155334,43.51258023518836,FALSE,2021-10-05
-6.25964476991308,43.50204479350039,FALSE,2017-04-21
-6.221301183022724,43.50761617886267,FALSE,2018-02-07
-6.170405090588479,43.522691704007144,FALSE,2023-03-19
-6.1143974923886955,43.515123159096845,FALSE,2021-06-05
-6.051291911019525,43.50172801941715,FALSE,2016-05-05
-6.0363139958962835,43.505487761168055,FALSE,2017-07-16
-5.978343213868677,43.50681060796798,FALSE,2016-07-02
-5.973467867572936,43.50416643033676,FALSE,2021-04-08
-5.931164090585541,43.520295328236145,FALSE,2020-08-18
-5.933617232882198,43.52336480973833,FALSE,2019-06-29
-5.903755949808969,43.505070295594884,FALSE,2024-09-16
-5.920105812374908,43.50362857812866,FALSE,2025-03-18
-5.889366584446409,43.51804164452366,FALSE,2017-04-24
-5.856736451032388,43.51929772357718,FALSE,2024-10-13
-5.815601174317772,43.50396134513232,FALSE,2019-08-08
-5.795904494385873,43.51748565675133,FALSE,2022-01-18
-5.7664526689446385,43.51261977407969,FALSE,2020-04-28
-5.740471618028449,43.518569519349064,FALSE,2014-08-18
-5.730072364621086,43.51869771332506,FALSE,2026-01-17
-5.706969983723127,43.507525713127606,FALSE,2017-10-07
-5.685621933981678,43.51318698007953,FALSE,2024-05-22
-5.6766474256348705,43.50169370946428,FALSE,2019-01-06
-5.679964318841409,43.500272662735405,FALSE,2016-05-03
-5.652791166325666,43.51614675156821,FALSE,2017-05-06
-5.663551525408298,43.51435863230712,FALSE,2016-09-22
-5.667909987736479,43.50677724946823,FALSE,2017-07-26
-5.639841105404891,43.52075973888939,FALSE,2024-06-16
-5.628636670539525,43.51202611079308,FALSE,2024-06-04
-5.640363811760479,43.500378278746794,FALSE,2017-02-10
-5.619855638189745,43.51171827629218,FALSE,2020-08-15
-5.603931353794297,43.5216572606125,FALSE,2017-11-29
-5.611841082229601,43.52499233769456,FALSE,2020-03-30
-5.580022114946252,43.52218524916327,FALSE,2015-11-19
-5.572808549713496,43.51070436755884,FALSE,2020-01-06
-5.532644538295551,43.504895064063184,FALSE,2025-05-25
-5.512673656455366,43.50791263734462,FALSE,2018-01-19
-5.49428559639132,43.505081605925064,FALSE,2022-11-24
-5.472480640904454,43.51231263685502,FALSE,2024-07-19
-5.442827701693265,43.52247975719933,FALSE,2015-10-09
-5.419398721988989,43.51464024932608,FALSE,2023-10-14
-5.391313195033799,43.5169717195691,FALSE,2026-03-23
-5.374963841241648,43.51124291410673,FALSE,2023-11-02
-5.330227847701756,43.515955190671924,FALSE,2018-05-06
-5.311655556084287,43.51747790710612,FALSE,2018-01-23
-5.2812091950059115,43.52195107110813,FALSE,2018-11-29
-3.582500366640269,43.51507653596052,FALSE,2015-05-09
-8.281604593657898,43.47681181431759,FALSE,2021-05-06
-8.252018660285335,43.48535181394801,FALSE,2021-12-18
-8.22957635266071,43.4907913393339,FALSE,2025-04-24
-8.22565325882306,43.489928054912426,FALSE,2016-11-07
-8.243280142028148,43.476009854211,FALSE,2021-11-06
-8.2111060861826,43.48895164648968,FALSE,2021-03-26
-8.200269598713012,43.48390117859164,FALSE,2021-03-21
-8.206227129196424,43.49859000717818,FALSE,2021-10-04
-8.189131773968585,43.47871703250585,FALSE,2018-08-14
-8.19571355724784,43.49182845914008,FALSE,2016-04-29
-8.164794469858458,43.48870085468368,FALSE,2022-12-31
-8.16143843811394,43.48343561443633,FALSE,2025-07-21
-8.144967580368359,43.49231133746626,FALSE,2018-09-28
-7.962866680500457,43.49503903685538,FALSE,2025-12-04
-7.803353192167968,43.480036715667964,FALSE,2017-07-19
-7.497591726304236,43.4984884315439,FALSE,2024-08-18
-7.463272166252769,43.4905584258295,FALSE,2020-03-12
-7.344633791157293,43.48052671784071,FALSE,2018-03-15
-7.301776059507644,43.49091138467229,FALSE,2024-11-07
-7.1278052681863135,43.486083342329124,FALSE,2019-12-03
-7.113577814410391,43.49102794458613,FALSE,2020-10-13
-7.081987104799442,43.49450698618419,FALSE,2021-05-10
-7.052452500741869,43.49213841786609,FALSE,2021-12-04
-6.74279609453409,43.493212694090374,FALSE,2026-01-29
-6.717974294274601,43.485863507561056,FALSE,2025-10-09
-6.688400740585747,43.49377395389921,FALSE,2024-07-23
-6.374646850373336,43.483704892551785,FALSE,2024-03-19
-6.301825161289509,43.47968987646045,FALSE,2025-09-05
-6.286030852847404,43.4990141858787,FALSE,2018-11-18
-6.165095290823404,43.49629591664077,FALSE,2015-12-11
-6.13245153620366,43.48280645033755,FALSE,2025-01-14
-6.106800488786948,43.48995402956699,FALSE,2021-10-28
-5.885953144887008,43.47803508556002,FALSE,2019-05-06
-5.861932027452017,43.49636285513797,FALSE,2023-06-20
-5.825094576845153,43.478879351096914,FALSE,2014-09-13
-5.816719011134746,43.486441267426244,FALSE,2023-11-28
-5.777094662749767,43.48080678388657,FALSE,2022-07-13
-5.742573636629632,43.487676317335236,FALSE,2022-05-10
-5.72349252501042,43.489031667781475,FALSE,2021-08-07
-5.695894097601028,43.481746744113074,FALSE,2015-06-23
-5.673525298981521,43.48580985038956,FALSE,2024-11-06
-5.663335357837253,43.492186871163995,FALSE,2025-12-03
-5.635079813671557,43.49618484619341,FALSE,2018-01-16
-5.607473208770925,43.47885671462584,FALSE,2024-03-03
-5.584096627802913,43.47902506604619,FALSE,2016-06-14
-5.547438624034794,43.477503981995824,FALSE,2019-05-24
-5.49131751613292,43.49967508992348,FALSE,2025-09-06
-5.452125083656078,43.48479808999806,FALSE,2018-10-28
-5.438464919267211,43.49911745061296,FALSE,2024-08-05
-5.44945248643417,43.494587885675976,FALSE,2020-01-11
-5.392644721857828,43.48065359107321,FALSE,2021-10-13
-5.351125480391929,43.481794739538365,FALSE,2017-07-01
-5.336485013172873,43.48357187338056,FALSE,2024-01-19
-5.308620822246177,43.4973028952366,FALSE,2025-04-01
-5.277642432141493,43.48185792358631,FALSE,2024-11-06
-5.2602778394883,43.47585061646034,FALSE,2019-01-14
-5.242248268282148,43.47804555384694,FALSE,2023-09-03
-5.204658928544096,43.4876843842155,FALSE,2016-06-28
-5.178272035907885,43.48611260232408,FALSE,2023-12-07
-5.164200608656802,43.49179399263108,FALSE,2019-07-26
-5.133956886025398,43.4992402729086,FALSE,2025-08-19
-5.125982057536068,43.4777646724906,FALSE,2018-03-06
-5.102708028532335,43.49197242962057,FALSE,2016-02-19
-5.110030710857919,43.49758758759082,FALSE,2014-09-20
-5.091261866862371,43.49719316548183,FALSE,2025-08-03
-3.875397865517287,43.481793849498196,FALSE,2016-12-27
-3.8866638662183575,43.48590665017547,FALSE,2023-12-31
-3.851647685172645,43.49100814426986,FALSE,2025-04-22
-3.86651321568264,43.47830710554888,FALSE,2026-01-09
-3.839886180477755,43.49969488881132,FALSE,2019-11-21
-3.8494608416038587,43.49029178136575,FALSE,2023-08-30
-3.8182078388890446,43.47546619919472,FALSE,2025-03-04
-3.804756039567901,43.488188518963376,FALSE,2017-11-07
-3.8244735687520306,43.49972686181441,FALSE,2025-01-25
-3.7944232939848432,43.487783070153384,FALSE,2020-12-09
-3.7876557267334006,43.47938187393546,FALSE,2017-02-20
-3.795286190973523,43.47795008726045,FALSE,2021-05-19
-3.7309423297230104,43.491645878152916,FALSE,2025-01-25
-3.7143001180318524,43.4782224343862,FALSE,2018-10-12
-3.684765610073017,43.49863620173784,FALSE,2024-07-19
-3.602958021545677,43.48738418863904,FALSE,2021-04-23
-3.5975146818535664,43.49810931699564,FALSE,2026-07-18
-3.571609446844023,43.47905726086727,FALSE,2024-07-16
-3.5372416394821364,43.486175924870935,FALSE,2015-03-13
-3.5358542513588174,43.49434287138819,FALSE,2025-04-25
-3.5073337700057463,43.4779243476694,FALSE,2021-03-08
-8.263810757144789,43.47167757774838,FALSE,2026-03-06
-8.23936842534613,43.46912612224641,FALSE,2024-04-30
-8.20730234428447,43.4682612223357,FALSE,2016-08-04
-8.165427628418971,43.4564117152764,FALSE,2022-12-13
-8.152571898607176,43.47220862019542,FALSE,2020-10-21
-8.147585408383371,43.462976602819076,FALSE,2024-01-18
-8.104151776720576,43.471499275085456,FALSE,2017-06-19
-8.092287329922092,43.450367653076874,FALSE,2017-08-05
-8.072443182043559,43.47292489476582,FALSE,2024-04-14
-8.036584592432876,43.46913504450148,FALSE,2015-04-25
-7.975335184763133,43.47491337538516,FALSE,2020-05-13
-7.85431516281468,43.46022899740029,FALSE,2026-06-06
-7.831397845391277,43.464902915233374,FALSE,2021-06-16
-7.476661432172448,43.46303278140675,FALSE,2018-03-16
-7.47073028893975,43.46385440387414,FALSE,2025-10-10
-7.356093431902306,43.45427163065897,FALSE,2018-05-14
-7.349577266975414,43.46359827002963,FALSE,2023-02-17
-7.321150708869337,43.46827947208157,FALSE,2024-09-28
-7.296091199089681,43.46437285246364,FALSE,2017-07-24
-7.131968722389634,43.45676007265807,FALSE,2014-07-17
-7.1064139318981665,43.46544554922359,FALSE,2015-05-19
-7.070021644327541,43.45537719866501,FALSE,2015-01-27
-6.737863792346566,43.46623010192626,FALSE,2023-01-02
